No,Machine,Point,Temp,Createtime
2014283,2,C,112.8,2023-09-25 16:31:33
2014280,2,C,109,2023-09-25 16:31:32
2014277,2,C,112,2023-09-25 16:31:31
2014274,2,C,110.5,2023-09-25 16:31:30
2014272,2,C,108.5,2023-09-25 16:31:29
2014270,2,C,106.6,2023-09-25 16:31:28
2014268,2,C,111,2023-09-25 16:31:27
2014266,2,C,108,2023-09-25 16:31:26
2014264,2,C,103.3,2023-09-25 16:31:25
2014262,2,C,108,2023-09-25 16:31:24
2014260,2,C,102.6,2023-09-25 16:31:23
2014258,2,C,95,2023-09-25 16:31:22
2014256,2,C,102.6,2023-09-25 16:31:21
2014254,2,C,103.3,2023-09-25 16:31:19
2014252,2,C,102.6,2023-09-25 16:31:18
2014250,2,C,104,2023-09-25 16:31:17
2014248,2,C,104.5,2023-09-25 16:31:16
2014246,2,C,103.2,2023-09-25 16:31:15
2014244,2,C,101.6,2023-09-25 16:31:14
2014242,2,C,97.6,2023-09-25 16:31:13
2014240,2,C,102.4,2023-09-25 16:31:12
2014238,2,C,102.4,2023-09-25 16:31:11
2014236,2,C,99.2,2023-09-25 16:31:10
2014234,2,C,105.1,2023-09-25 16:31:09
2014232,2,C,100.8,2023-09-25 16:31:08
2014230,2,C,100,2023-09-25 16:31:07
2014228,2,C,102.4,2023-09-25 16:31:06
2014226,2,C,100,2023-09-25 16:31:05
2014224,2,C,102.4,2023-09-25 16:31:04
2014222,2,C,100.8,2023-09-25 16:31:03
2014220,2,C,100.8,2023-09-25 16:31:02
2014218,2,C,104.5,2023-09-25 16:31:00
2014216,2,C,102.4,2023-09-25 16:30:59
2014214,2,C,104.5,2023-09-25 16:30:58
2014212,2,C,106.2,2023-09-25 16:30:57
2014210,2,C,105.1,2023-09-25 16:30:56
2014208,2,C,105.7,2023-09-25 16:30:55
2014206,2,C,105.1,2023-09-25 16:30:54
2014204,2,C,106.2,2023-09-25 16:30:53
2014202,2,C,104.5,2023-09-25 16:30:52
2014200,2,C,104,2023-09-25 16:30:51
2014198,2,C,104.5,2023-09-25 16:30:50
2014196,2,C,105.7,2023-09-25 16:30:49
2014194,2,C,109,2023-09-25 16:30:48
2014192,2,C,107.4,2023-09-25 16:30:47
2014190,2,C,105.1,2023-09-25 16:30:46
2014188,2,C,105.1,2023-09-25 16:30:45
2014186,2,C,106.2,2023-09-25 16:30:44
2014184,2,C,104,2023-09-25 16:30:43
2014182,2,C,109,2023-09-25 16:30:41
2014180,2,C,110,2023-09-25 16:30:40
2014178,2,C,111,2023-09-25 16:30:39
2014176,2,C,108,2023-09-25 16:30:38
2014174,2,C,106.2,2023-09-25 16:30:37
2014172,2,C,109,2023-09-25 16:30:36
2014170,2,C,110,2023-09-25 16:30:35
2014168,2,C,108,2023-09-25 16:30:34
2014166,2,C,110.5,2023-09-25 16:30:33
2014164,2,C,113.7,2023-09-25 16:30:32
2014162,2,C,109,2023-09-25 16:30:31
2014160,2,C,111.5,2023-09-25 16:30:29
2014158,2,C,111,2023-09-25 16:30:28
2014156,2,C,111.5,2023-09-25 16:30:27
2014154,2,C,112.4,2023-09-25 16:30:26
2014152,2,C,112,2023-09-25 16:30:25
2014150,2,C,111.5,2023-09-25 16:30:24
2014148,2,C,113.7,2023-09-25 16:30:23
2014146,2,C,112.4,2023-09-25 16:30:22
2014144,2,C,113.3,2023-09-25 16:30:21
2014142,2,C,109.5,2023-09-25 16:30:20
2014140,2,C,110,2023-09-25 16:30:19
2014138,2,C,112.4,2023-09-25 16:30:18
2014136,2,C,109.5,2023-09-25 16:30:17
2014134,2,C,112.4,2023-09-25 16:30:16
2014132,2,C,107.4,2023-09-25 16:30:15
2014130,2,C,112,2023-09-25 16:30:14
2014128,2,C,112.4,2023-09-25 16:30:13
2014126,2,C,116,2023-09-25 16:30:12
2014124,2,C,115.5,2023-09-25 16:30:11
2014122,2,C,113.3,2023-09-25 16:30:10
2014120,2,C,111.5,2023-09-25 16:30:09
2014118,2,C,114.6,2023-09-25 16:30:08
2014116,2,C,115.1,2023-09-25 16:30:06
2014114,2,C,113.3,2023-09-25 16:30:05
2014112,2,C,112.8,2023-09-25 16:30:04
2014110,2,C,111.5,2023-09-25 16:30:03
2014108,2,C,112.8,2023-09-25 16:30:02
2014106,2,C,112,2023-09-25 16:30:01
2014104,2,C,112.4,2023-09-25 16:30:00
2014102,2,C,112.8,2023-09-25 16:29:59
2014100,2,C,112.4,2023-09-25 16:29:58
2014098,2,C,110.5,2023-09-25 16:29:57
2014096,2,C,111,2023-09-25 16:29:56
2014093,2,C,111,2023-09-25 16:29:55
2014090,2,C,111,2023-09-25 16:29:54
2014087,2,C,112.4,2023-09-25 16:29:53
2014084,2,C,112.4,2023-09-25 16:29:52
2014081,2,C,111,2023-09-25 16:29:51
2014078,2,C,110.5,2023-09-25 16:29:50
2014075,2,C,110.5,2023-09-25 16:29:49
2014072,2,C,111.5,2023-09-25 16:29:48
2014069,2,C,112.4,2023-09-25 16:29:46
2014067,2,C,113.3,2023-09-25 16:29:45
2014064,2,C,109.5,2023-09-25 16:29:44
2014061,2,C,112.4,2023-09-25 16:29:43
2014058,2,C,109.5,2023-09-25 16:29:42
2014055,2,C,112,2023-09-25 16:29:41
2014052,2,C,113.7,2023-09-25 16:29:40
2014049,2,C,112.4,2023-09-25 16:29:39
2014047,2,C,112.4,2023-09-25 16:29:38
2014044,2,C,110,2023-09-25 16:29:37
2014041,2,C,109.5,2023-09-25 16:29:36
2014038,2,C,111.5,2023-09-25 16:29:35
2014035,2,C,110.5,2023-09-25 16:29:34
2014032,2,C,112.8,2023-09-25 16:29:33
2014029,2,C,114.6,2023-09-25 16:29:32
2014026,2,C,113.7,2023-09-25 16:29:31
2014023,2,C,111,2023-09-25 16:29:30
2014020,2,C,114.6,2023-09-25 16:29:29
2014017,2,C,111.5,2023-09-25 16:29:28
2014015,2,C,110,2023-09-25 16:29:27
2014013,2,C,112.4,2023-09-25 16:29:26
2014011,2,C,110.5,2023-09-25 16:29:25
2014009,2,C,108,2023-09-25 16:29:24
2014007,2,C,106.2,2023-09-25 16:29:22
2014005,2,C,108.5,2023-09-25 16:29:21
2014003,2,C,105.1,2023-09-25 16:29:20
2014001,2,C,110,2023-09-25 16:29:19
2013999,2,C,104.5,2023-09-25 16:29:18
2013997,2,C,103.2,2023-09-25 16:29:17
2013995,2,C,104,2023-09-25 16:29:16
2013993,2,C,102.4,2023-09-25 16:29:15
2013991,2,C,100.8,2023-09-25 16:29:14
2013989,2,C,102.4,2023-09-25 16:29:13
2013987,2,C,103.2,2023-09-25 16:29:12
2013985,2,C,98.4,2023-09-25 16:29:11
2013983,2,C,98.4,2023-09-25 16:29:10
2013981,2,C,100,2023-09-25 16:29:09
2013979,2,C,100.8,2023-09-25 16:29:08
2013977,2,C,101.6,2023-09-25 16:29:07
2013975,2,C,102.4,2023-09-25 16:29:06
2013973,2,C,101.6,2023-09-25 16:29:05
2013971,2,C,99.2,2023-09-25 16:29:04
2013969,2,C,104,2023-09-25 16:29:02
2013967,2,C,100,2023-09-25 16:29:01
2013965,2,C,96.8,2023-09-25 16:29:00
2013963,2,C,99.2,2023-09-25 16:28:59
2013961,2,C,100.8,2023-09-25 16:28:58
2013959,2,C,101.6,2023-09-25 16:28:57
2013957,2,C,105.7,2023-09-25 16:28:56
2013955,2,C,101.6,2023-09-25 16:28:55
2013953,2,C,104.5,2023-09-25 16:28:54
2013951,2,C,106.2,2023-09-25 16:28:53
2013949,2,C,100,2023-09-25 16:28:52
2013947,2,C,100,2023-09-25 16:28:51
2013945,2,C,98.4,2023-09-25 16:28:50
2013943,2,C,100.8,2023-09-25 16:28:49
2013941,2,C,103.2,2023-09-25 16:28:48
2013939,2,C,106.2,2023-09-25 16:28:47
2013937,2,C,101.6,2023-09-25 16:28:46
2013935,2,C,100,2023-09-25 16:28:45
2013933,2,C,105.7,2023-09-25 16:28:44
2013931,2,C,104.5,2023-09-25 16:28:42
2013929,2,C,100.8,2023-09-25 16:28:41
2013927,2,C,106.2,2023-09-25 16:28:40
2013925,2,C,107.4,2023-09-25 16:28:39
2013923,2,C,101.6,2023-09-25 16:28:38
2013921,2,C,103.2,2023-09-25 16:28:37
2013919,2,C,104.5,2023-09-25 16:28:36
2013917,2,C,104,2023-09-25 16:28:35
2013915,2,C,107.4,2023-09-25 16:28:34
2013913,2,C,104.5,2023-09-25 16:28:33
2013911,2,C,104.5,2023-09-25 16:28:32
2013909,2,C,107.4,2023-09-25 16:28:31
2013907,2,C,111,2023-09-25 16:28:30
2013905,2,C,104,2023-09-25 16:28:29
2013903,2,C,110,2023-09-25 16:28:28
2013901,2,C,110,2023-09-25 16:28:27
2013899,2,C,108,2023-09-25 16:28:26
2013897,2,C,108,2023-09-25 16:28:25
2013895,2,C,108.5,2023-09-25 16:28:24
2013893,2,C,108.5,2023-09-25 16:28:23
2013891,2,C,107.4,2023-09-25 16:28:21
2013889,2,C,109.5,2023-09-25 16:28:20
2013887,2,C,110.5,2023-09-25 16:28:19
2013885,2,C,110.5,2023-09-25 16:28:18
2013883,2,C,114.2,2023-09-25 16:28:17
2013881,2,C,110,2023-09-25 16:28:16
2013879,2,C,112,2023-09-25 16:28:15
2013877,2,C,107.4,2023-09-25 16:28:14
2013875,2,C,110.5,2023-09-25 16:28:13
2013873,2,C,109.5,2023-09-25 16:28:12
2013871,2,C,109,2023-09-25 16:28:11
2013869,2,C,111,2023-09-25 16:28:10
2013867,2,C,109.5,2023-09-25 16:28:09
2013865,2,C,111.5,2023-09-25 16:28:08
2013863,2,C,111,2023-09-25 16:28:07
2013861,2,C,112.4,2023-09-25 16:28:06
2013860,2,C,113.3,2023-09-25 16:28:05
2013858,2,C,112,2023-09-25 16:28:04
2013856,2,C,110,2023-09-25 16:28:03
2013854,2,C,111,2023-09-25 16:28:02
2013852,2,C,112,2023-09-25 16:28:00
2013850,2,C,115.1,2023-09-25 16:27:59
2013848,2,C,111.5,2023-09-25 16:27:58
2013846,2,C,110.5,2023-09-25 16:27:57
2013844,2,C,111,2023-09-25 16:27:56
2013842,2,C,112,2023-09-25 16:27:55
2013840,2,C,112,2023-09-25 16:27:54
2013838,2,C,112,2023-09-25 16:27:53
2013836,2,C,112.4,2023-09-25 16:27:52
2013832,2,C,112,2023-09-25 16:27:51
2013829,2,C,112.4,2023-09-25 16:27:49
2013826,2,C,113.3,2023-09-25 16:27:48
2013823,2,C,110.5,2023-09-25 16:27:47
2013820,2,C,112.4,2023-09-25 16:27:46
2013817,2,C,112,2023-09-25 16:27:45
2013814,2,C,112.4,2023-09-25 16:27:44
2013811,2,C,108,2023-09-25 16:27:43
2013808,2,C,109,2023-09-25 16:27:42
2013805,2,C,113.7,2023-09-25 16:27:41
2013802,2,C,112.8,2023-09-25 16:27:40
2013799,2,C,112.8,2023-09-25 16:27:39
2013797,2,C,111.5,2023-09-25 16:27:38
2013794,2,C,111.5,2023-09-25 16:27:37
2013791,2,C,108.5,2023-09-25 16:27:36
2013788,2,C,113.7,2023-09-25 16:27:35
2013785,2,C,110,2023-09-25 16:27:34
2013782,2,C,109.5,2023-09-25 16:27:33
2013779,2,C,110,2023-09-25 16:27:32
2013776,2,C,109.5,2023-09-25 16:27:31
2013773,2,C,112,2023-09-25 16:27:29
2013770,2,C,111.5,2023-09-25 16:27:28
2013767,2,C,113.3,2023-09-25 16:27:27
2013764,2,C,106.8,2023-09-25 16:27:26
2013761,2,C,112.4,2023-09-25 16:27:25
2013758,2,C,110,2023-09-25 16:27:24
2013755,2,C,110,2023-09-25 16:27:23
2013753,2,C,111.5,2023-09-25 16:27:22
2013751,2,C,110.5,2023-09-25 16:27:21
2013749,2,C,112,2023-09-25 16:27:20
2013747,2,C,109.5,2023-09-25 16:27:19
2013745,2,C,110,2023-09-25 16:27:18
2013743,2,C,111,2023-09-25 16:27:17
2013741,2,C,105.7,2023-09-25 16:27:16
2013739,2,C,105.1,2023-09-25 16:27:15
2013737,2,C,101.3,2023-09-25 16:27:13
2013735,2,C,101.3,2023-09-25 16:27:12
2013733,2,C,101.9,2023-09-25 16:27:11
2013731,2,C,102.6,2023-09-25 16:27:10
2013729,2,C,102.6,2023-09-25 16:27:09
2013727,2,C,100.6,2023-09-25 16:27:08
2013725,2,C,101.9,2023-09-25 16:27:07
2013723,2,C,100.6,2023-09-25 16:27:06
2013721,2,C,100.6,2023-09-25 16:27:05
2013719,2,C,100.6,2023-09-25 16:27:04
2013717,2,C,101.3,2023-09-25 16:27:03
2013715,2,C,102.6,2023-09-25 16:27:02
2013713,2,C,103.3,2023-09-25 16:27:01
2013711,2,C,98,2023-09-25 16:27:00
2013709,2,C,101.3,2023-09-25 16:26:59
2013707,2,C,100.6,2023-09-25 16:26:58
2013705,2,C,103.3,2023-09-25 16:26:57
2013703,2,C,102.6,2023-09-25 16:26:56
2013701,2,C,96,2023-09-25 16:26:55
2013699,2,C,95.2,2023-09-25 16:26:54
2013697,2,C,97,2023-09-25 16:26:52
2013695,2,C,104,2023-09-25 16:26:51
2013693,2,C,100,2023-09-25 16:26:50
2013691,2,C,98,2023-09-25 16:26:49
2013689,2,C,104.5,2023-09-25 16:26:48
2013687,2,C,101.3,2023-09-25 16:26:47
2013685,2,C,100.6,2023-09-25 16:26:46
2013683,2,C,100.6,2023-09-25 16:26:45
2013681,2,C,104,2023-09-25 16:26:44
2013679,2,C,101.3,2023-09-25 16:26:43
2013677,2,C,104.5,2023-09-25 16:26:42
2013675,2,C,101.3,2023-09-25 16:26:41
2013673,2,C,108.5,2023-09-25 16:26:40
2013671,2,C,104,2023-09-25 16:26:39
2013669,2,C,106.8,2023-09-25 16:26:38
2013667,2,C,105.1,2023-09-25 16:26:37
2013665,2,C,106.8,2023-09-25 16:26:36
2013663,2,C,104,2023-09-25 16:26:35
2013661,2,C,104.5,2023-09-25 16:26:34
2013659,2,C,104.5,2023-09-25 16:26:33
2013657,2,C,107.4,2023-09-25 16:26:32
2013655,2,C,106.8,2023-09-25 16:26:30
2013653,2,C,106.8,2023-09-25 16:26:29
2013651,2,C,109.5,2023-09-25 16:26:28
2013649,2,C,109,2023-09-25 16:26:27
2013647,2,C,106.8,2023-09-25 16:26:26
2013645,2,C,106.2,2023-09-25 16:26:25
2013643,2,C,108,2023-09-25 16:26:24
2013641,2,C,107.4,2023-09-25 16:26:23
2013639,2,C,107.4,2023-09-25 16:26:22
2013637,2,C,104.5,2023-09-25 16:26:21
2013635,2,C,108.5,2023-09-25 16:26:20
2013633,2,C,109.5,2023-09-25 16:26:19
2013631,2,C,111,2023-09-25 16:26:18
2013629,2,C,113.3,2023-09-25 16:26:17
2013627,2,C,107.4,2023-09-25 16:26:16
2013625,2,C,112.8,2023-09-25 16:26:15
2013623,2,C,110,2023-09-25 16:26:14
2013621,2,C,111,2023-09-25 16:26:12
2013619,2,C,111.5,2023-09-25 16:26:11
2013617,2,C,112.8,2023-09-25 16:26:10
2013615,2,C,110,2023-09-25 16:26:09
2013613,2,C,112.4,2023-09-25 16:26:08
2013611,2,C,112.4,2023-09-25 16:26:07
2013609,2,C,111.5,2023-09-25 16:26:06
2013607,2,C,112.8,2023-09-25 16:26:05
2013605,2,C,112,2023-09-25 16:26:04
2013603,2,C,112,2023-09-25 16:26:03
2013601,2,C,109.5,2023-09-25 16:26:02
2013599,2,C,112,2023-09-25 16:26:01
2013598,2,C,112.8,2023-09-25 16:26:00
2013596,2,C,111.5,2023-09-25 16:25:59
2013594,2,C,115.1,2023-09-25 16:25:58
2013592,2,C,110.5,2023-09-25 16:25:57
2013590,2,C,110,2023-09-25 16:25:56
2013588,2,C,109.5,2023-09-25 16:25:54
2013586,2,C,113.3,2023-09-25 16:25:53
2013584,2,C,110,2023-09-25 16:25:52
2013582,2,C,111,2023-09-25 16:25:51
2013580,2,C,111.5,2023-09-25 16:25:50
2013578,2,C,112.8,2023-09-25 16:25:49
2013576,2,C,112.8,2023-09-25 16:25:48
2013574,2,C,111.5,2023-09-25 16:25:47
2013572,2,C,112.8,2023-09-25 16:25:46
2013570,2,C,110,2023-09-25 16:25:45
2013568,2,C,108.5,2023-09-25 16:25:44
2013566,2,C,112.8,2023-09-25 16:25:43
2013564,2,C,112.4,2023-09-25 16:25:42
2013562,2,C,108.5,2023-09-25 16:25:41
2013560,2,C,110,2023-09-25 16:25:40
2013558,2,C,109,2023-09-25 16:25:39
2013556,2,C,110,2023-09-25 16:25:38
2013554,2,C,109,2023-09-25 16:25:37
2013552,2,C,108.5,2023-09-25 16:25:36
2013550,2,C,111.5,2023-09-25 16:25:35
2013548,2,C,110,2023-09-25 16:25:33
2013546,2,C,114.2,2023-09-25 16:25:32
2013544,2,C,112,2023-09-25 16:25:31
2013542,2,C,111,2023-09-25 16:25:30
2013540,2,C,111,2023-09-25 16:25:29
2013538,2,C,112.4,2023-09-25 16:25:28
2013535,2,C,110,2023-09-25 16:25:27
2013533,2,C,111.5,2023-09-25 16:25:26
2013531,2,C,111,2023-09-25 16:25:25
2013530,2,C,111.5,2023-09-25 16:25:23
2013528,2,C,107.4,2023-09-25 16:25:22
2013526,2,C,111,2023-09-25 16:25:21
2013524,2,C,109,2023-09-25 16:25:20
2013522,2,C,109.5,2023-09-25 16:25:19
2013520,2,C,109,2023-09-25 16:25:18
2013518,2,C,110,2023-09-25 16:25:17
2013516,2,C,109,2023-09-25 16:25:16
2013514,2,C,111,2023-09-25 16:25:15
2013512,2,C,109.5,2023-09-25 16:25:14
2013510,2,C,108.5,2023-09-25 16:25:13
2013508,2,C,110,2023-09-25 16:25:12
2013506,2,C,111,2023-09-25 16:25:11
2013504,2,C,105.1,2023-09-25 16:25:10
2013502,2,C,106.8,2023-09-25 16:25:09
2013500,2,C,106.8,2023-09-25 16:25:08
2013498,2,C,103.3,2023-09-25 16:25:07
2013496,2,C,100,2023-09-25 16:25:06
2013494,2,C,103.3,2023-09-25 16:25:05
2013492,2,C,99,2023-09-25 16:25:04
2013490,2,C,95.2,2023-09-25 16:25:02
2013488,2,C,94.4,2023-09-25 16:25:01
2013486,2,C,97,2023-09-25 16:25:00
2013484,2,C,95.2,2023-09-25 16:24:59
2013482,2,C,92.8,2023-09-25 16:24:58
2013480,2,C,96,2023-09-25 16:24:57
2013478,2,C,95.2,2023-09-25 16:24:56
2013476,2,C,100,2023-09-25 16:24:55
2013474,2,C,93.6,2023-09-25 16:24:54
2013472,2,C,93.6,2023-09-25 16:24:53
2013470,2,C,100,2023-09-25 16:24:52
2013468,2,C,95.2,2023-09-25 16:24:51
2013466,2,C,100.6,2023-09-25 16:24:50
2013464,2,C,94.4,2023-09-25 16:24:49
2013462,2,C,88,2023-09-25 16:24:48
2013460,2,C,93,2023-09-25 16:24:47
2013458,2,C,93,2023-09-25 16:24:46
2013456,2,C,87,2023-09-25 16:24:45
2013454,2,C,92,2023-09-25 16:24:44
2013452,2,C,94,2023-09-25 16:24:42
2013450,2,C,93,2023-09-25 16:24:41
2013448,2,C,90.6,2023-09-25 16:24:40
2013446,2,C,89.3,2023-09-25 16:24:39
2013444,2,C,100,2023-09-25 16:24:38
2013442,2,C,95,2023-09-25 16:24:37
2013440,2,C,93,2023-09-25 16:24:36
2013439,2,C,94,2023-09-25 16:24:35
2013437,2,C,96.8,2023-09-25 16:24:34
2013435,2,C,90.6,2023-09-25 16:24:33
2013433,2,C,93,2023-09-25 16:24:32
2013431,2,C,94,2023-09-25 16:24:31
2013429,2,C,93,2023-09-25 16:24:30
2013427,2,C,100.6,2023-09-25 16:24:29
2013425,2,C,96,2023-09-25 16:24:28
2013423,2,C,94,2023-09-25 16:24:27
2013421,2,C,101.3,2023-09-25 16:24:26
2013419,2,C,97.6,2023-09-25 16:24:25
2013417,2,C,97.6,2023-09-25 16:24:24
2013415,2,C,102.6,2023-09-25 16:24:23
2013413,2,C,99.2,2023-09-25 16:24:21
2013411,2,C,101.3,2023-09-25 16:24:20
2013409,2,C,105.7,2023-09-25 16:24:19
2013407,2,C,100,2023-09-25 16:24:18
2013405,2,C,99.2,2023-09-25 16:24:17
2013403,2,C,97.6,2023-09-25 16:24:16
2013401,2,C,100.6,2023-09-25 16:24:15
2013399,2,C,99.2,2023-09-25 16:24:14
2013397,2,C,100.6,2023-09-25 16:24:13
2013395,2,C,100,2023-09-25 16:24:12
2013393,2,C,96.8,2023-09-25 16:24:11
2013391,2,C,97.6,2023-09-25 16:24:10
2013389,2,C,104,2023-09-25 16:24:09
2013387,2,C,105.1,2023-09-25 16:24:08
2013385,2,C,102.6,2023-09-25 16:24:07
2013383,2,C,104,2023-09-25 16:24:06
2013381,2,C,103.3,2023-09-25 16:24:05
2013379,2,C,100,2023-09-25 16:24:04
2013377,2,C,104.5,2023-09-25 16:24:03
2013375,2,C,106.2,2023-09-25 16:24:02
2013373,2,C,101.3,2023-09-25 16:24:01
2013371,2,C,104,2023-09-25 16:24:00
2013369,2,C,100,2023-09-25 16:23:59
2013367,2,C,106.8,2023-09-25 16:23:58
2013365,2,C,104.5,2023-09-25 16:23:57
2013363,2,C,105.7,2023-09-25 16:23:56
2013361,2,C,107.4,2023-09-25 16:23:54
2013359,2,C,104,2023-09-25 16:23:53
2013356,2,C,104.5,2023-09-25 16:23:52
2013353,2,C,104,2023-09-25 16:23:51
2013350,2,C,110,2023-09-25 16:23:50
2013347,2,C,108,2023-09-25 16:23:49
2013344,2,C,109,2023-09-25 16:23:48
2013341,2,C,105.1,2023-09-25 16:23:47
2013338,2,C,106.2,2023-09-25 16:23:46
2013335,2,C,106.8,2023-09-25 16:23:45
2013332,2,C,106.2,2023-09-25 16:23:44
2013329,2,C,109.5,2023-09-25 16:23:43
2013326,2,C,106.2,2023-09-25 16:23:42
2013323,2,C,108.5,2023-09-25 16:23:41
2013320,2,C,110.5,2023-09-25 16:23:40
2013317,2,C,105.7,2023-09-25 16:23:39
2013314,2,C,109.5,2023-09-25 16:23:38
2013311,2,C,111.5,2023-09-25 16:23:37
2013308,2,C,110.5,2023-09-25 16:23:36
2013305,2,C,108.5,2023-09-25 16:23:34
2013302,2,C,113.7,2023-09-25 16:23:33
2013299,2,C,111,2023-09-25 16:23:32
2013296,2,C,111,2023-09-25 16:23:31
2013294,2,C,108.5,2023-09-25 16:23:30
2013291,2,C,108,2023-09-25 16:23:29
2013288,2,C,110,2023-09-25 16:23:28
2013285,2,C,112,2023-09-25 16:23:27
2013282,2,C,112.8,2023-09-25 16:23:26
2013279,2,C,112,2023-09-25 16:23:25
2013276,2,C,113.3,2023-09-25 16:23:24
2013274,2,C,111.5,2023-09-25 16:23:23
2013272,2,C,114.2,2023-09-25 16:23:22
2013270,2,C,114.6,2023-09-25 16:23:21
2013268,2,C,114.2,2023-09-25 16:23:20
2013266,2,C,111.5,2023-09-25 16:23:19
2013264,2,C,110,2023-09-25 16:23:18
2013262,2,C,112.8,2023-09-25 16:23:17
2013260,2,C,110,2023-09-25 16:23:16
2013258,2,C,113.3,2023-09-25 16:23:14
2013256,2,C,112.8,2023-09-25 16:23:13
2013254,2,C,113.7,2023-09-25 16:23:12
2013252,2,C,116,2023-09-25 16:23:11
2013250,2,C,111.5,2023-09-25 16:23:10
2013248,2,C,109,2023-09-25 16:23:09
2013246,2,C,111.5,2023-09-25 16:23:08
2013244,2,C,109.5,2023-09-25 16:23:07
2013242,2,C,111,2023-09-25 16:23:06
2013240,2,C,109,2023-09-25 16:23:05
2013239,2,C,112,2023-09-25 16:23:04
2013237,2,C,112,2023-09-25 16:23:03
2013235,2,C,111,2023-09-25 16:23:02
2013233,2,C,110.5,2023-09-25 16:23:01
2013231,2,C,112,2023-09-25 16:23:00
2013229,2,C,113.6,2023-09-25 16:22:59
2013227,2,C,112.4,2023-09-25 16:22:58
2013225,2,C,114,2023-09-25 16:22:57
2013223,2,C,114,2023-09-25 16:22:56
2013221,2,C,109.1,2023-09-25 16:22:55
2013218,2,C,112.8,2023-09-25 16:22:54
2013215,2,C,109.7,2023-09-25 16:22:53
2013212,2,C,112,2023-09-25 16:22:51
2013209,2,C,114.8,2023-09-25 16:22:50
2013207,2,C,112,2023-09-25 16:22:49
2013204,2,C,113.6,2023-09-25 16:22:48
2013201,2,C,113.2,2023-09-25 16:22:47
2013196,2,C,112.4,2023-09-25 16:22:46
2013193,2,C,112.8,2023-09-25 16:22:45
2013190,2,C,112,2023-09-25 16:22:44
2013187,2,C,112,2023-09-25 16:22:43
2013185,2,C,112,2023-09-25 16:22:42
2013183,2,C,113.2,2023-09-25 16:22:41
2013180,2,C,112.4,2023-09-25 16:22:40
2013177,2,C,113.6,2023-09-25 16:22:39
2013174,2,C,113.2,2023-09-25 16:22:38
2013171,2,C,108.5,2023-09-25 16:22:37
2013168,2,C,111.4,2023-09-25 16:22:35
2013165,2,C,112,2023-09-25 16:22:34
2013162,2,C,111.4,2023-09-25 16:22:33
2013159,2,C,114,2023-09-25 16:22:32
2013156,2,C,112.8,2023-09-25 16:22:31
2013153,2,C,109.7,2023-09-25 16:22:30
2013150,2,C,109.7,2023-09-25 16:22:29
2013147,2,C,112,2023-09-25 16:22:28
2013144,2,C,111.4,2023-09-25 16:22:27
2013141,2,C,112.4,2023-09-25 16:22:26
2013138,2,C,114.4,2023-09-25 16:22:25
2013135,2,C,109.1,2023-09-25 16:22:24
2013133,2,C,115.2,2023-09-25 16:22:23
2013131,2,C,112.8,2023-09-25 16:22:22
2013129,2,C,108,2023-09-25 16:22:21
2013127,2,C,105.7,2023-09-25 16:22:20
2013125,2,C,108.5,2023-09-25 16:22:19
2013123,2,C,108.5,2023-09-25 16:22:18
2013121,2,C,106.2,2023-09-25 16:22:16
2013119,2,C,101.3,2023-09-25 16:22:15
2013117,2,C,108.5,2023-09-25 16:22:14
2013115,2,C,106.8,2023-09-25 16:22:13
2013113,2,C,105.1,2023-09-25 16:22:12
2013111,2,C,105.7,2023-09-25 16:22:11
2013109,2,C,101.3,2023-09-25 16:22:10
2013107,2,C,105.1,2023-09-25 16:22:09
2013105,2,C,104.5,2023-09-25 16:22:08
2013103,2,C,104.5,2023-09-25 16:22:07
2013101,2,C,104,2023-09-25 16:22:06
2013099,2,C,104.5,2023-09-25 16:22:05
2013097,2,C,99.2,2023-09-25 16:22:04
2013095,2,C,101.9,2023-09-25 16:22:03
2013093,2,C,100,2023-09-25 16:22:02
2013091,2,C,102.6,2023-09-25 16:22:01
2013089,2,C,99.2,2023-09-25 16:22:00
2013087,2,C,101.3,2023-09-25 16:21:59
2013085,2,C,101.3,2023-09-25 16:21:58
2013083,2,C,99.2,2023-09-25 16:21:57
2013081,2,C,104.5,2023-09-25 16:21:56
2013079,2,C,103.3,2023-09-25 16:21:54
2013077,2,C,102.6,2023-09-25 16:21:53
2013075,2,C,104.5,2023-09-25 16:21:52
2013073,2,C,103.3,2023-09-25 16:21:51
2013071,2,C,105.1,2023-09-25 16:21:50
2013069,2,C,101.3,2023-09-25 16:21:49
2013067,2,C,104,2023-09-25 16:21:48
2013065,2,C,101.3,2023-09-25 16:21:47
2013063,2,C,101.3,2023-09-25 16:21:46
2013061,2,C,106.8,2023-09-25 16:21:45
2013059,2,C,106.8,2023-09-25 16:21:44
2013057,2,C,105.1,2023-09-25 16:21:43
2013055,2,C,109.7,2023-09-25 16:21:42
2013053,2,C,105.7,2023-09-25 16:21:41
2013051,2,C,106.8,2023-09-25 16:21:40
2013049,2,C,100.6,2023-09-25 16:21:39
2013047,2,C,107.4,2023-09-25 16:21:38
2013045,2,C,108,2023-09-25 16:21:37
2013043,2,C,104.5,2023-09-25 16:21:36
2013041,2,C,106.8,2023-09-25 16:21:35
2013039,2,C,107.4,2023-09-25 16:21:34
2013037,2,C,103.3,2023-09-25 16:21:33
2013035,2,C,106.8,2023-09-25 16:21:32
2013033,2,C,112,2023-09-25 16:21:30
